Rk,Player,,,Team,Conf,Min%,PRPG!,BPM,ORtg,D-Rtg,Usg,eFG,TS,OR,DR,Ast,TO,Blk,Stl,FTR,2P,,3P/100,3P,
1282,Fr,6-1,Dezuray McGill,North Florida,ASun,52.4,1.5,-2.5,93.5,99.4,22.9,50.4,52.9,7.1,16.3,4.2,20.1,3.2,1.7,19,99-199,0.497,2.6,10-27,0.37
1283,Jr,6-0,Ari Long,Oregon,B10,62.3,1.5,6.9,92.8,76.3,15.5,44,45.8,2.2,14.5,12.1,17,1.8,4.1,8.9,58-138,0.42,6.8,34-110,0.309
1284,Sr,5-8,Morgan Robinson-Nwagwu,Georgia St.,SB,43,1.5,0.2,89,93.7,22.3,40.8,50.5,5.2,19.4,14,25.9,0.6,4.2,58.2,41-114,0.36,2.9,11-27,0.407
1285,Fr,6-1,Brandie Harrod,Kansas St.,B12,48.7,1.5,1.7,89.6,82,20.9,43.1,44.3,12.5,16.1,6.3,16.4,2.7,3.8,47.8,90-207,0.435,0.2,0-2,0
1286,Sr,5-10,Claire Henson,Wright St.,Horz,68.4,1.5,-2.2,88.7,100.5,24,39.7,46.3,5.1,20.9,17.3,19.8,1.6,2.2,49.4,90-220,0.409,2.9,9-41,0.22
1287,Jr,5-6,Rylei Waugh,San Jose St.,MWC,19.9,1.5,-0.6,83.9,93.6,23.3,36.2,45.7,4.1,14.2,24.8,23.1,1.3,2.7,47.4,23-60,0.383,3.6,3-16,0.188
1288,Jr,5-10,Rhyan Mogel,Portland,WCC,74.8,1.5,-0.6,89.5,91.2,20.1,43.6,48.4,1,7.9,30.2,26.2,1,2.7,28.3,75-200,0.375,4,29-72,0.403
1289,Fr,5-8,Reese Beaty,Iowa St.,B12,43.4,1.5,3,95.7,86.5,17.4,40.6,48.4,4,9.6,24.2,28.4,0.7,2.8,47.2,34-84,0.405,2.2,6-22,0.273
1290,Jr,6-1,Trynce Taylor,Kennesaw St.,CUSA,65.5,1.5,0,90,90.5,23,51.1,53.5,6.4,22.9,15.8,27.4,1.9,2,34.4,107-202,0.53,1.5,4-19,0.211
1291,Sr,6-0,Nakia Cheatham,Alcorn St.,SWAC,80.4,1.5,1.7,89.9,87.5,23.7,45.8,48.8,8.2,18.8,16.1,20.7,3.5,4.2,29.6,102-210,0.486,7.1,30-111,0.27
1292,Jr,5-10,Kylah Silver,UNC Wilmington,CAA,84.1,1.5,-3.3,87.1,103,23.9,44,48.1,5.2,14.3,12.4,22.7,1,2.6,38,110-250,0.44,5.2,27-92,0.293
1293,Jr,5-8,Nina Minicozzi,Dartmouth,Ivy,51.1,1.5,-0.2,99.2,109.8,17.5,46.9,50.7,6.6,7,14.7,17.6,0.2,1.8,18,21-40,0.525,11.3,26-88,0.295
1294,So,5-7,Morgan Hawkins,Cal St. Bakersfield,BW,75.7,1.5,-2.8,99.4,103.7,14.6,46.3,52.4,1.2,6.8,17.9,20.2,0,2.5,34,57-121,0.471,4.4,21-70,0.3
1295,Fr,5-10,Delainey Miller,Santa Clara,WCC,47.7,1.5,-0.2,92.6,90,23.3,43.3,47.4,7.1,20.1,12.1,19.5,2.7,1.7,38.4,82-187,0.439,3.2,10-37,0.27
1296,So,6-4,Natalie Fox,William & Mary,CAA,65.7,1.5,-1.4,92.8,93.8,22.1,48.9,51.9,11.1,12.7,11.7,24.1,3.3,1.9,44.8,109-223,0.489,0,0-0,0
1297,Jr,5-10,Daniela López,East Tennessee St.,SC,57.7,1.5,0.8,96.5,96.4,19.4,50.2,51.5,4,11.6,11.3,18.9,0.3,1.6,12.4,48-95,0.505,10.5,38-114,0.333
1298,Jr,5-9,Kierra Merchant,Houston,B12,54.8,1.5,2.5,84.3,87.6,23.4,42.9,47.8,5.6,15.6,12.6,25.2,3.7,3,29.6,79-185,0.427,3.9,14-48,0.292
1299,Jr,6-4,Emma Najjuma,New Mexico,MWC,41.2,1.5,2.5,118,86.6,11,64.8,62.3,16.7,25.1,3.5,21.8,4.5,1.1,32.4,46-71,0.648,0,0-0,0
1300,Jr,6-4,Jordan Wood,Duke,ACC,48.3,1.4,6.9,97.1,75.4,13.7,46.5,49.3,5.5,11,8,22.8,5.3,1.1,17.7,30-80,0.375,6.2,29-78,0.372
1301,Jr,5-8,Solangelei Akridge,LIU,NEC,79.9,1.4,-1.7,104.3,106.4,16.4,48.8,51.8,1.2,6,19.6,18.3,0.7,1.9,17.9,34-79,0.43,10.4,61-178,0.343
1302,So,6-2,Katie Vasecka,South Dakota St.,Sum,37,1.4,-0.8,92.6,90.5,21.1,44.6,48.4,2.9,10.4,14.2,21.7,1.1,2.1,26.8,49-101,0.485,6.4,14-56,0.25
1303,Sr,6-4,Maryam Dauda,South Carolina,SEC,26.5,1.4,8,113,70.4,13.3,48.5,58,10.8,16.4,3.6,22.4,5.5,1.4,72.7,26-46,0.565,2.7,4-20,0.2
1304,Fr,6-0,Aniss Tagayi,Ball St.,MAC,65.3,1.4,3,93.7,86.9,19.1,54.3,53.9,9.3,11.7,17.3,29.6,2.6,3.2,34.8,111-189,0.587,1.3,2-21,0.095
1305,Sr,6-1,Elena Pericic,Appalachian St.,SB,64.6,1.4,1.1,94.4,95.2,18.1,48,50.3,3.1,13.7,14.9,20.5,1.2,1.6,20.1,43-85,0.506,9.4,35-114,0.307
1306,Sr,5-7,Mimi Rubino,Bryant,AE,79,1.4,-0.1,91.8,91.4,21,43.8,45.9,3,10.6,12.5,15.8,0.5,1.9,16.9,56-167,0.335,9.9,54-146,0.37
1307,Sr,6-1,Josie Hill,South Dakota,Sum,44.5,1.4,1.6,105.5,89.7,17.9,52.7,56.5,7.4,15.7,11.2,20.1,4,0.7,29.7,69-125,0.552,2.3,6-23,0.261
1308,Fr,6-0,Leah Crosby,Fairleigh Dickinson,NEC,55.6,1.4,-0.5,101.7,88,21.1,42.5,47.2,11.4,17.2,9.1,17.5,3.3,1.6,31.4,87-195,0.446,2.7,6-31,0.194
1309,Jr,6-1,Taya Ellis,Bowling Green,MAC,47.6,1.4,0.2,100.1,88.8,17.4,48.7,55.1,14.8,19.6,4.4,23.9,4.6,2.9,50.4,56-115,0.487,0,0-0,0
1310,Sr,6-1,Patience Williams,South Dakota,Sum,49.7,1.4,1.5,94.5,77.7,23.8,49.2,50.6,9.2,28.7,7.9,19.9,3.6,3.5,16.4,102-197,0.518,4.2,12-47,0.255
1311,Jr,5-7,Da'Brya Clark,Norfolk St.,MEAC,77.8,1.4,1.3,84.6,85,24.6,37.6,43.1,1.8,13.8,16.7,20.4,3,3.8,31.5,36-141,0.255,13.5,66-218,0.303
1312,Fr,5-9,Danielle Cameron,Youngstown St.,Horz,81.9,1.4,0.4,99.8,92.2,15,51.4,53.1,1.5,10.4,12.7,17.1,0.8,1.7,17.6,28-56,0.5,10.9,69-200,0.345
1313,Sr,5-10,Maddie Warren,Utah Tech,WAC,23.6,1.4,2,93,93.4,25.1,48.1,52.2,3.2,11.6,15.2,18.2,1.4,2.7,35,18-39,0.462,13.2,21-64,0.328
1314,So,6-1,Kayla Nelms,Baylor,B12,20.1,1.4,6.7,111,75.8,20.6,59.5,63,12.9,18.9,9.7,22.9,2.7,1.6,44.3,41-64,0.641,3.1,4-15,0.267
1315,Sr,6-0,Ashton Judd,Texas,SEC,21.5,1.4,4.2,96.9,68.6,19.3,44.8,50.1,9,15.3,6.5,25.4,1.4,1.5,30.2,34-70,0.486,4.4,6-26,0.231
1316,Sr,5-7,Catherine Alben,Georgia Tech,ACC,52.9,1.4,0,83.3,83.2,26,39.9,44.1,2.8,10,19.9,20.5,0.4,2.5,24.3,82-190,0.432,8.3,24-106,0.226
1317,Fr,5-8,Carletta Bennett,Binghamton,AE,55.9,1.4,-0.8,97.3,98.8,18.6,50,54.5,5.5,9.1,11.8,26.3,2.1,2.7,22.9,68-130,0.523,3.9,13-45,0.289
1318,Sr,5-11,Brianna Barnes,Maryland Eastern Sho,MEAC,56.1,1.4,1,86.3,88.7,28.1,40.3,47.6,7.2,11.9,15,25.2,0.7,4.4,49.1,100-254,0.394,2.9,12-39,0.308
1319,Jr,5-10,Imani Warren,New Mexico St.,CUSA,63.1,1.4,1,81.4,92.6,30.3,45.2,48.5,2.6,12.9,20.7,26.7,3.5,4.3,25.7,113-241,0.469,4.8,15-59,0.254
1320,Fr,5-0,Nyla McFadden,Penn St.,B10,33.2,1.4,1.3,102.8,93.6,16.6,53.1,57.6,4.7,17.8,11.6,24.8,0.5,2.2,28.9,35-65,0.538,4.4,11-32,0.344
1321,So,6-3,Cha Gardner,Stephen F. Austin,Slnd,51.9,1.4,0.3,105,93.6,16.7,57.8,58.5,10.5,17.5,11.5,23.2,4.5,1.5,38.8,82-141,0.582,1.5,7-19,0.368
1322,So,6-3,Mahogany Chandler-Roberts,UCF,B12,69.7,1.4,-0.2,91.7,91,17.1,44.5,49.1,8,14,6.8,22.6,2.3,1,28.6,86-196,0.439,0.9,5-14,0.357
1323,Jr,5-10,Destiny Whitaker,Incarnate Word,Slnd,31.5,1.4,-1.9,92.9,108.4,25.4,42.4,45.5,2.8,10.3,11.1,15.4,0.3,2.1,17.7,23-55,0.418,17.8,31-109,0.284
1324,Jr,5-11,Jenna Hopp,South Dakota,Sum,58.9,1.4,1.9,103.8,92.4,14.8,45.2,52,4,8.7,10,16.8,2.6,1.4,40,43-108,0.398,4.3,21-57,0.368
1325,Sr,5-10,Ella Wanzer,Delaware,CUSA,66,1.4,0.4,99.5,98.4,14.7,49.3,51.1,0.8,8,6.4,14.9,1.7,1.7,11.1,18-43,0.419,12.5,62-182,0.341
1326,Jr,5-10,Andi Schissler,North Texas,Amer,60.5,1.4,1.6,94.9,90.5,17.9,46.4,47.5,1.2,7.8,13,19.5,1.5,1.4,12.7,36-101,0.356,11,54-151,0.358
1327,Fr,6-1,Meg Lucas,Buffalo,MAC,72,1.4,-1.6,92,93.5,19,47.6,50.6,10.7,23.4,7.5,24.5,0.7,2.7,31.5,115-238,0.483,0.6,2-10,0.2
1328,Sr,6-3,Alliance Ndiba,Cincinnati,B12,32.8,1.4,3.3,105.1,89.5,17.4,52.7,57.1,16.7,23.6,6.2,25.2,4.8,1.4,41.8,48-91,0.527,0,0-0,0
1329,So,6-0,Juliann Woodard,Michigan St.,B10,18.1,1.4,5.9,116.4,79.5,19,51.3,56.7,8.7,21.2,9.5,16.1,3.3,2.4,26.7,7-19,0.368,13.2,21-56,0.375
1330,Fr,5-7,Jahda Denis,Saint Louis,A10,73.7,1.4,-1.3,86.1,94.3,23.1,40.1,48.4,2.3,7.5,20,27.6,0.1,3.1,36.2,76-192,0.396,6.8,32-117,0.274
1331,So,5-10,Grace Booth,Houston Christian,Slnd,65.6,1.4,-0.5,88.6,92.9,25.4,49.1,51.7,6.7,19.8,20.1,25.7,1.2,3.2,21.6,98-195,0.503,5.5,21-69,0.304
1332,Sr,5-7,Sh'Diamond McKnight,Nicholls St.,Slnd,58.9,1.4,-1.1,85.4,94.1,32.6,37.4,43,4.7,10.9,18.7,18.3,0.3,4.1,33.6,93-249,0.373,9.7,30-120,0.25
1333,Fr,5-11,Monique Mitchell,Akron,MAC,41.1,1.4,-1.2,90.9,104.2,24.5,49,52.3,4.8,8.8,9.6,22.6,2.8,2.4,21,46-95,0.484,11.1,33-100,0.33
1334,Jr,6-3,Jana Sallman,William & Mary,CAA,41.2,1.4,-0.2,93,85.3,27.1,47.3,51.1,8.2,26.7,14.6,21.1,6.3,1.4,25.4,97-204,0.475,0.1,0-1,0
1335,Sr,6-4,Amina Muhammad,Oregon,B10,28.1,1.4,5.4,110.5,79,16,60.2,64.1,9.5,12.7,8.4,23.9,1.3,3.1,48.2,50-83,0.602,0,0-0,0
1336,Sr,5-7,Marley Washenitz,Arizona St.,B12,75.5,1.4,4.1,90.5,77.5,16.1,45.2,48.6,2.1,11.7,14.8,23.4,0.9,3.6,20.7,52-120,0.433,7.5,44-141,0.312
1337,Fr,6-4,Channah Gannon,Southern Indiana,OVC,26.4,1.4,1.5,98.7,83.8,28.1,39,49,9.9,20.6,12.8,18.7,3.4,3.4,53.7,42-103,0.408,3.8,4-20,0.2
1338,Sr,5-7,Makiya Miller,Jacksonville,ASun,68,1.4,-0.8,96,95.8,17.7,44.2,50.9,1.3,7.9,11,19.3,0.6,2,42.3,54-146,0.37,5.9,35-95,0.368
1339,Sr,6-0,Bella Green,Pepperdine,WCC,39.5,1.4,0.3,96.9,86.6,23.6,50.3,54.9,10.9,27.6,14.7,25.2,0.6,2.3,29.4,70-141,0.496,2.4,8-22,0.364
1340,Sr,5-8,Kailyn Gilbert,LSU,SEC,5,1.4,2.6,106.7,86.1,20.9,34,46.9,1.6,9.4,18.5,21.2,0,3,44,7-17,0.412,5.9,1-8,0.125
1341,Jr,5-8,Shaniyah McCarthy,Florida A&M,SWAC,81.5,1.4,-3.9,89.5,110.3,22.1,38.6,44.6,5.6,10.8,8.6,16.8,0.2,1.5,36.8,109-268,0.407,5,19-88,0.216
1342,So,5-5,Kyera Thornsbury,Jacksonville St.,CUSA,51.6,1.4,-2.3,99,99.5,18.8,46.1,50.6,1.8,10.7,24.9,22.5,0,1.4,26.6,32-69,0.464,8.6,26-85,0.306
1343,So,5-10,Airah Lavy,Florida Gulf Coast,ASun,24.7,1.4,1.7,112.9,97.5,14.3,59.4,59.4,1.3,6.9,4,9.8,0.4,0.6,2.4,1-6,0.167,15.8,33-79,0.418
1344,Jr,5-10,Rose Caso,Stetson,ASun,64.8,1.4,-1.9,94.8,99,18.6,44.6,49.8,6.4,13.9,8.7,21,0.6,2.9,36,65-142,0.458,4.6,17-61,0.279
1345,Fr,6-2,Alex-Anne Bessette,Loyola Chicago,A10,73.1,1.4,-0.1,83.3,92.3,24.3,47.8,50,2.7,10.9,14,26.8,3.1,2.2,20.8,112-212,0.528,7.8,34-129,0.264
1346,Jr,6-1,Frances Ulysse,Longwood,BSth,60.8,1.4,-2.4,96.3,94.5,20.5,46.7,51.5,11,13.7,8.9,23.8,2.8,2.3,45.9,96-191,0.503,1.4,1-18,0.056
1347,Fr,5-6,Ariella Henigan,Howard,MEAC,52.9,1.4,0,88.2,90.5,26,36.7,46.6,3.9,10.3,17.9,23.6,1.3,4,52.9,62-194,0.32,4.8,21-61,0.344
1348,Fr,6-1,Bryn Martin,Ohio St.,B10,34.4,1.4,5.1,109.9,79.7,12.5,54.7,55.5,1.6,9.2,10.9,15.8,2.1,2.7,3.4,27-50,0.54,7.5,25-68,0.368
1349,Fr,6-1,Chazlyn Dettor,UT Rio Grande Valley,Slnd,61.9,1.4,-4.4,89.1,99.5,24.4,43.6,49.3,6.9,14.6,10.5,23.5,0.8,0.8,36.2,110-251,0.438,2.5,10-36,0.278
1350,Jr,5-11,Miraya Perkins,UT Arlington,WAC,8,1.4,0.6,110.1,98.9,15.7,57.1,70.3,3.2,11.1,4,25.9,0,1,200,8-13,0.615,0.5,0-1,0
1351,Jr,5-8,Daejah Richmond,Memphis,Amer,77,1.4,1.2,80,84.9,27.9,41.8,46.3,3.4,12.1,25.1,27.2,2.1,4.6,35.6,137-311,0.441,3.3,12-60,0.2
1352,Sr,5-10,Ndidiamaka Ndukwe,Eastern Kentucky,ASun,52.7,1.4,-1.3,89.7,91,27.3,40.7,45.9,5.5,10.5,9.2,15.9,1.1,1.7,31.1,69-161,0.429,11.8,36-141,0.255
1353,Jr,5-5,Louann Battiston,Rice,Amer,51.1,1.4,-0.3,92.9,89.4,21,48.1,52,1.5,4.8,23.9,26.9,0.4,1.7,19.4,38-86,0.442,10.4,44-130,0.338
1354,So,5-11,Erica Hall,Mercyhurst,NEC,67.1,1.4,-5.9,103.9,115.6,15.6,50.7,55,7.6,11.2,5.1,17.9,0.7,2.2,21.4,73-131,0.557,5.1,21-75,0.28
1355,Sr,5-9,Benthe Versteeg,Sacramento St.,BSky,87.5,1.4,-3.6,79.9,91.7,28.1,40.9,44,2.9,13.4,31.9,30.9,1.4,2.2,22.1,127-304,0.418,5.1,24-95,0.253
1356,Sr,6-0,Daniela Gonzalez,South Alabama,SB,83.8,1.4,0.2,92.4,95.7,17.2,47.2,50.3,3.4,10.9,15.4,28.4,1.4,2.2,31.4,50-138,0.362,7.5,62-165,0.376
1357,Fr,6-0,Ella Pelletier,Stonehill,NEC,70.3,1.4,-2.2,94.6,104.4,22.5,45.6,49.7,9,16.2,14.4,22.2,0.6,2.2,25,79-171,0.462,7.4,30-101,0.297
1358,Sr,6-1,Emma Theodorsson,George Washington,A10,40.5,1.4,-1.1,90.1,93.9,23.9,43.6,47.6,6.9,14.5,11.4,21.8,1.8,1.6,34.2,47-110,0.427,8.4,23-77,0.299
1359,So,6-2,Tamya Smith,Memphis,Amer,69.1,1.4,-0.6,84.4,88.1,25.2,42.3,46.5,5.8,14.4,10.2,21.2,3.4,2.2,29.2,124-288,0.431,3.6,15-58,0.259
1360,Sr,5-7,Laila Anderson,Elon,CAA,50.6,1.4,-0.1,96,97.4,20.4,42.8,47.4,1.9,9.9,16.1,20,0.9,2.9,29.7,52-121,0.43,8.2,25-88,0.284
1361,Jr,5-6,Landon Forbes,Morehead St.,OVC,68.4,1.4,1.3,97.2,91.6,17,54.9,60.8,2.4,15.3,22.9,31.5,1.2,3.8,31.4,36-69,0.522,6.7,39-103,0.379
1362,Jr,5-9,Aaliyah Gayles,Utah St.,MWC,52.8,1.4,-3.1,77.3,94.8,31.5,36,43.6,1.8,14.7,18.3,22.4,1.2,3.3,40.2,58-167,0.347,8.8,24-94,0.255
1363,So,5-7,Eleecia Carter,UAB,Amer,72.7,1.4,-2.1,87.9,100.5,21.2,42.8,48.2,1.1,9.7,16.4,22.4,0.6,1.7,28.8,38-119,0.319,9.1,48-138,0.348
1364,So,6-3,Jordan Thomas,West Virginia,B12,21,1.4,4,105,76.5,19.2,52.2,56.9,15.8,12.9,7.2,24.7,3.8,1.7,56.5,36-68,0.529,0.2,0-1,0
1365,So,6-1,Miriam Diala,Toledo,MAC,50.4,1.4,0,96.6,89.6,18.9,51.9,54.5,9.9,16.1,11.6,25.6,0.9,2,29,84-161,0.522,0.1,0-1,0
1366,Fr,6-1,Kaiya Rain Tucker,Siena,MAAC,49.7,1.4,0.5,97,86.1,21.8,45,48.8,13.6,26.3,14.4,22.1,6.3,3.4,26.9,92-203,0.453,0.5,1-5,0.2
1367,Jr,5-11,Kensley Feltner,Belmont,MVC,5.7,1.4,1.5,106.9,87.4,13.6,45.8,56.4,5.5,16.9,12.6,22.6,2.9,1.5,58.3,4-8,0.5,3,1-4,0.25
1368,Fr,6-7,Avery Gordon,Purdue,B10,19.2,1.4,5.3,106.3,86.7,25.2,53.1,55.1,11.6,17.4,4.1,12.7,7.9,2.2,37.8,52-98,0.531,0,0-0,0
1369,So,6-0,Emma Dasovich,Northern Arizona,BSky,53.2,1.4,-2.9,96.6,104.7,18.4,46.3,51.9,4.7,11.6,19.3,22.7,0.8,1.1,28.2,40-97,0.412,6.5,27-77,0.351
1370,Jr,5-11,Salese Blow,Texas A&M,SEC,49.9,1.4,-0.2,90.3,91.3,17.5,40.1,46.2,3.1,4.3,6,17,0.2,0.9,37.6,45-121,0.372,3.7,12-36,0.333
1371,So,5-9,Aurora Sørbye,Wake Forest,ACC,72.7,1.4,-1.6,93,96.8,15.8,53.4,57.3,1.3,5.5,19.1,30.3,0,1.5,30.7,40-81,0.494,5.8,36-95,0.379
1372,Sr,6-0,Lucia Yenes,New Mexico St.,CUSA,73.9,1.4,-2.1,82.5,95.2,26.1,42.9,46.4,5.1,15.7,11.5,22.8,2.7,2.7,22.2,123-287,0.429,2.6,11-38,0.289
1373,So,5-9,Madison Ruff,Winthrop,BSth,68.7,1.4,-1.6,91.4,101.2,22.8,47.9,50.9,4.5,11.8,13.9,22.7,1.8,3.7,36.3,119-247,0.482,1.4,6-20,0.3
1374,So,5-10,Devin Coppinger,Washington,B10,44.1,1.4,3.1,101.7,83.7,13.2,48.2,50.9,8.8,5.1,5.8,22,0.7,1.9,26.1,34-62,0.548,4.9,13-49,0.265
1375,Sr,5-8,Madison Schiller,Colgate,Pat,63.9,1.4,-0.7,94.5,102.2,17.4,44.9,46.7,4.9,13.1,24.7,19.6,0.3,2.5,13.6,47-101,0.465,7.7,28-97,0.289
1376,So,5-7,Cambree Blackham,Utah Valley,WAC,81.3,1.4,-0.6,88.1,89.2,20.6,43.6,49.5,1.7,8.5,28.4,26.5,0.4,4.5,43.4,60-154,0.39,5.3,31-90,0.344
1377,Fr,6-0,Maiesha Washington,Missouri St.,CUSA,68.1,1.3,1.5,92.4,87.4,18.1,43.5,48.3,8.1,16,12.3,23.1,1.8,1.4,34.9,108-245,0.441,0.6,2-10,0.2
1378,Jr,6-2,Savannah McGowan,St. Thomas,Sum,39.6,1.3,-1.5,98.2,96.8,22.5,48.7,51.4,9.7,17.3,11.9,17.8,1.6,1,30.5,66-127,0.52,3.1,5-24,0.208
1379,Jr,6-1,Jade Clack,Tulsa,Amer,65.9,1.3,1.2,87.3,87.3,21.5,50.6,53.3,4.7,13.4,13.9,29.4,2.9,2.9,30.9,87-164,0.53,5.4,25-82,0.305
1380,Jr,6-3,Sarah Rambus,Oregon,B10,34.9,1.3,0.1,89.9,80.2,24.9,53.7,56.4,5.1,14.3,10.8,28.2,3.3,1.6,32.2,95-177,0.537,0,0-0,0
1381,So,6-4,Ava Leroux,Robert Morris,Horz,22,1.3,1.3,103,87,24.6,53.3,61.1,6.3,26.2,13,24,3.5,1.4,56.6,39-70,0.557,1.4,1-6,0.167
1382,Fr,6-1,Taliyah Henderson,North Carolina,ACC,23.3,1.3,7,113.8,75,16.2,61.4,60.5,8.1,13.5,4.8,16.7,0.3,3.5,33,42-60,0.7,4.7,8-28,0.286
1383,Jr,6-4,Cristen Carter,Georgetown,BE,34.7,1.3,2,95,84.6,21,48.6,51.7,13,20,13.3,26.2,3.2,1.4,47.7,54-110,0.491,0.1,0-1,0
1384,Sr,6-1,Katie Krupa,Harvard,Ivy,74.4,1.3,0.9,88.8,84,18.5,37.5,42.3,3.1,10.5,19,24.9,3.7,1.2,22.3,63-162,0.389,6.4,24-102,0.235
1385,Fr,6-0,Mari Dangerfield,Southeastern Louisia,Slnd,7,1.3,2.3,119,103.4,14.3,56.3,56.3,2.6,15.1,9.9,5.2,1.3,1.5,0,3-6,0.5,13.4,7-18,0.389
1386,Sr,5-5,Ella Fajardo,Iona,MAAC,72.1,1.3,-2.4,96.7,103.8,18.3,41.4,46.9,3.4,5,22.3,19.4,0.5,1.7,26.7,54-133,0.406,7.4,31-110,0.282
1387,Jr,5-11,Laci Steele,Wisconsin,B10,56.6,1.3,1.7,93.4,90.5,15.5,44.9,47.8,3.5,13.2,8.7,20.1,1.2,2.4,20.4,37-88,0.42,8,34-108,0.315
1388,Jr,6-0,Tateyoina Harris,Coastal Carolina,SB,33.7,1.3,2.3,111.5,86.9,14.8,51.9,53.3,18.2,17.2,8,16.7,3.6,3.1,66.2,40-76,0.526,0.1,0-1,0
1389,Sr,5-10,Abbey Kimball,Michigan St.,B10,10.3,1.3,7.3,132.5,88.7,15.1,56,54.9,3.4,11.8,15.6,0,2.5,2.5,19,4-10,0.4,13.3,13-32,0.406
1390,Jr,6-0,Alexis Davis,Monmouth,CAA,43.6,1.3,-1.9,96.5,93.8,22.3,40.6,48.5,16,18.1,8,21.1,1.2,1.3,69.6,56-136,0.412,0.2,0-2,0
1391,Jr,6-2,Aga Makurat,Vanderbilt,SEC,22.8,1.3,6.3,117.1,84.1,14,57.3,59.1,5.3,11.3,8.4,18.9,2,1.8,7.3,11-21,0.524,10.8,24-61,0.393
1392,Fr,5-10,Harmonie Ware,Arkansas,SEC,46.8,1.3,-0.8,85.9,92.5,24,39.7,46.5,4.2,9.1,13.1,23.9,0.3,1.9,39.7,60-145,0.414,6.5,18-74,0.243
1393,Fr,6-2,Hadley Thul,South Dakota St.,Sum,55.4,1.3,2.7,97.2,86.9,16.9,52,54.4,4.6,10.4,12.9,26.7,2.2,2.3,18.9,52-105,0.495,5.4,26-70,0.371
1394,So,5-5,Joana Magalhães,New Mexico,MWC,57.8,1.3,-0.4,89.7,88.4,21.5,43.9,47.4,0.6,9.1,14.1,22.2,0.5,3.8,29.4,79-163,0.485,6.4,19-82,0.232
1395,So,6-3,Edina Strausz,Davidson,A10,32.8,1.3,0.3,91.2,82,28.5,53.6,55.4,10.4,19.8,12.3,27.9,3.4,2.5,25.9,89-161,0.553,0.7,0-5,0
1396,Sr,5-6,Jada Hood,St. Thomas,Sum,73.6,1.3,-0.5,89.4,92.7,22.5,44.1,48.3,2.4,19.3,26.3,25.7,1.3,2.5,30,43-106,0.406,9.8,44-141,0.312
1397,So,6-2,Shy Hawkins,Syracuse,ACC,37.9,1.3,1.9,95,86.1,19.9,41.3,46.8,7.8,7,9.4,21.6,1.1,2.4,40.4,63-155,0.406,0.1,1-1,1
1398,Sr,6-4,Kiersten Johnson,Baylor,B12,47.8,1.3,7.1,97,75.5,14.7,52.3,53.2,10.6,12.9,6,25.9,8.5,1.8,9.4,57-114,0.5,3,14-35,0.4
1399,So,5-7,Xamiya Walton,Northwestern,B10,72.6,1.3,-0.1,92.3,99.4,13.6,51.4,53.4,0.8,5.4,11.9,23.8,0.2,1.6,15,28-69,0.406,7.5,43-111,0.387
1400,Sr,5-6,Ja'la Bannerman,Morgan St.,MEAC,45.2,1.3,-3.5,83.6,110,25.7,42.8,48.2,0.6,3.8,7.9,19.9,0.4,2.2,42.3,44-115,0.383,9.4,28-86,0.326
1401,Fr,6-5,Jada Kennedy,Portland,WCC,21.8,1.3,4,111.8,86.7,16.2,63.1,64.2,12.1,16.2,12.7,22.2,6.8,1.7,36.9,41-63,0.651,0.4,0-2,0
1402,So,6-3,Elizabeth Gentry,Creighton,BE,36.1,1.3,-0.5,97.6,93.9,17.9,46.8,50.5,7.9,10.2,5.9,17.2,1.1,1.1,26.2,41-85,0.482,5.3,12-41,0.293
1403,Jr,5-9,Shirel Nahum,UC Irvine,BW,68,1.3,-2,92.7,93.1,18.9,40.6,46.6,3.5,9.6,22.3,24.2,0.4,2.2,28.6,58-145,0.4,5.2,22-79,0.278
1404,Fr,6-2,Dee Alexander,Cincinnati,B12,19.2,1.3,0.7,91.1,89.5,22,52.7,57.1,11.5,18.2,12.4,34,0.9,1.7,60.7,28-54,0.519,0.5,1-2,0.5
1405,Sr,5-5,Taysha Rushton,Northern Kentucky,Horz,68.1,1.3,-2.2,90.2,100,20.9,39.9,43.5,3.1,9.3,17.3,18.3,0.6,1.5,17.6,50-121,0.413,12.3,50-192,0.26
1406,So,5-4,Tamara Ortiz,South Alabama,SB,58.1,1.3,-2.1,86.6,96.7,23.7,39.1,47,3.9,7.9,18.7,29.8,0.2,2.4,43.9,52-144,0.361,8.4,36-127,0.283
1407,Jr,5-9,Kimmie Hicks,Loyola MD,Pat,46.5,1.3,-2.9,85.1,95.1,26,31.7,40.9,3.9,15.1,14.9,16.9,0.8,3.3,51.8,42-147,0.286,5.8,14-52,0.269
1408,Sr,6-1,Tierra Simon,Richmond,A10,41.6,1.3,2.1,97.3,84.9,18.5,46.3,51,6.5,16.6,16.1,26.4,3.5,1.7,18.7,38-80,0.475,5.7,16-54,0.296
1409,Fr,5-9,Shaila Forman,Lamar,Slnd,63.1,1.3,-1.8,89.4,92.2,24.7,39.9,46.5,5.4,12.2,12.7,24.2,0.6,3.2,45.7,69-191,0.361,5.8,25-76,0.329
1410,Fr,5-11,Ava Black,Vanderbilt,SEC,22.5,1.3,5.9,116.8,77.2,13.2,56.7,58.1,8.7,17,8.6,19.1,0.7,3.9,14.9,29-44,0.659,4.1,6-23,0.261
